TABLE_NAME;TABLE_ALIAS;COLUMN_NAME;COLUMN_LABEL;COLUMN_DESC
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_NON_EXPRD_COUPN_AMT;Montant Coupons courus non échus (cessions tempo. de titres) - Jambe prêt.;Signe du montant, partie entière, partie décimale
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_NON_EXPRD_COUPN_AMT_CURY_CD;Devise Montant coupons courus non échus - Jambe prêt.;Devise d'expression montant des coupons courus non échus de la jambe prêteuse.
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_NON_EXPRD_COUPN_EURO_AMT;Montant Coupons courus non échus (cessions tempo. de titres) - Jambe prêt. (euro);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_OUTST_AMT;Encours à Date d'arrêté en devise - Jambe Rec.;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_OUTST_AMT_COAI_CD;Numéro compte local (PCI) de l'encours (devise vendue) en IFRS;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_OUTST_AMT_COA_CD;Numéro Compte PCCO Encours en norme IFRS (dev vendue);Numéro de compte PCCO de l'encours en norme IFRS (devise vendue)
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_OUTST_AMT_CURY_CD;Devise encours à date d'arrêté - Jambe rec.;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_OUTST_EURO_AMT;Encours à Date d'arrêté - Jambe prêteuse (euro);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_PD_INT_AMT;Montant Intérêts payés ou capitalisés - Jambe prêt.;Montant des intérêts payés ou capitalisés dans le mois en devise - Jambe prêteuse
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_PD_INT_AMT_CURY_CD;Devise Montant Intérêts payés ou capitalisés - Jambe rec.;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_PD_INT_EURO_AMT;Montant Intérêts payés ou capitalisés  - Jambe rec. (euro);Montant des Intérêts payés ou capitalisés dans le mois d'arrêté, contrevalorisé en euro
AGMT_BAL_TYPE_MTRC;BAL;LENDG_LEG_RECNCLN_AGREGAT_ID;Identifiant Agrégat de rapprochement Encours en norme locale - Jambe prêt.;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;MAXM_ACHIEVABLE_AMT;Montant maximum réalisable;Valeur du montant maximum qui peut être débloqué, il est obligatoirement supérieur ou égal au montant réellement réalisé
AGMT_BAL_TYPE_MTRC;BAL;MAXM_ACHIEVABLE_AMT_CURY_CD;Devise du montant maximum atteignable;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;MAXM_ACHIEVABLE_EURO_AMT;Montant maximum réalisable (euro);Valeur du montant maximum qui peut être débloqué, il est obligatoirement supérieur ou égal au montant réellement réalisé
AGMT_BAL_TYPE_MTRC;BAL;MK_TO_MKT_AMT_COA_CD;PCCO montant MtM brut;Numéro du poste comptable PCCO du MtM des dérivés (à l'actif du bilan)
AGMT_BAL_TYPE_MTRC;BAL;MK_TO_MKT_AMT_LIABTY_ASSET_IND;Position Actif ou Passif de l'encours à la juste valeur en normes IFRS;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;MTH_AVG_OUTST_CR_AMT;Encours moyen mensuel créditeur en devise d'origine;En date de valeur for les DAV et découverts autorisés ou en date d'opération for autres produits (cf définition SURFI)
AGMT_BAL_TYPE_MTRC;BAL;MTH_AVG_OUTST_CR_AMT_CURY_CD;Devise encours moyen mensuel créditeur;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;MTH_AVG_OUTST_CR_EURO_AMT;Encours moyen mensuel créditeur (euro);En date de valeur for les DAV et découverts autorisés ou en date d'opération for autres produits (cf définition SURFI)
AGMT_BAL_TYPE_MTRC;BAL;MTH_AVG_OUTST_DR_AMT;Encours moyen mensuel débiteur en devise d'origine;"Somme des encours journaliers divisé par le nombre de jours dans le mois. 
Remarque : Lencours moyen mensuel est à renseigner :
- soit avec lencours moyen en date de valeur pour les OC, les découverts et les effets commerciaux ou financiers.
- soit avec lencours moyen en date dopération, pour les autres prêts."
AGMT_BAL_TYPE_MTRC;BAL;MTH_AVG_OUTST_DR_AMT_CURY_CD;Devise encours moyen mensuel débiteur;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;MTH_AVG_OUTST_DR_EURO_AMT;Encours moyen mensuel débiteur (euro);"Somme des encours journaliers divisé par le nombre de jours dans le mois. 
Remarque : Lencours moyen mensuel est à renseigner :
- soit avec lencours moyen en date de valeur pour les OC, les découverts et les effets commerciaux ou financiers.
- soit avec lencours moyen en date dopération, pour les autres prêts."
AGMT_BAL_TYPE_MTRC;BAL;MTH_EARLY_RPMT_AMT;Montant RA  sur le mois en devise d'origine;Montant du remboursement anticipé sur le mois
AGMT_BAL_TYPE_MTRC;BAL;MTH_EARLY_RPMT_AMT_CURY_CD;Devise montant RA sur le mois;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;MTH_EARLY_RPMT_EURO_AMT;Montant RA  sur le mois (euro);Montant du remboursement anticipé sur le mois
AGMT_BAL_TYPE_MTRC;BAL;MTH_FUND_RLEAS_AMT;Montant Réalisations du mois en devise d'origine;"A renseigner pour les prêts amortissables et les prêts avec techniques à plafonds hors OC (pour le OC à valoriser à zéro).
La connaissance des montants de réalisations cumulés de prêts à la clientèle permet daméliorer le reporting mensuel sur les crédits (notamment certaines déclarations réglementaires) et de simplifier les process des prêts amortissables.
Cette zone doit être alimentée avec la somme (en euros) des montants réalisés (ou débloqués)  ou de la somme des utilisations, dans le cas de prêt avec technique à plafond, dans le mois entre la date darrêté du mois traité et la précédente."
AGMT_BAL_TYPE_MTRC;BAL;MTH_FUND_RLEAS_AMT_CURY_CD;Devise montant réalisations du mois;Code devise du montant des réalisations du mois
AGMT_BAL_TYPE_MTRC;BAL;MTH_FUND_RLEAS_EURO_AMT;Montant réalisations du mois (euro);"A renseigner pour les prêts amortissables et les prêts avec techniques à plafonds hors OC (pour le OC à valoriser à zéro).
La connaissance des montants de réalisations cumulés de prêts à la clientèle permet daméliorer le reporting mensuel sur les crédits (notamment certaines déclarations réglementaires) et de simplifier les process des prêts amortissables.
Cette zone doit être alimentée avec la somme (en euros) des montants réalisés (ou débloqués)  ou de la somme des utilisations, dans le cas de prêt avec technique à plafond, dans le mois entre la date darrêté du mois traité et la précédente."
AGMT_BAL_TYPE_MTRC;BAL;MTH_MODFN_AMT;Montant réaménagement sur le mois;Montant du réaménagement sur le mois en devise d'origine
AGMT_BAL_TYPE_MTRC;BAL;MTH_MODFN_AMT_CURY_CD;Devise montant du réaménagement sur le mois;Code devise du montant du réaménagement sur le mois
AGMT_BAL_TYPE_MTRC;BAL;MTH_MODFN_EURO_AMT;Montant réaménagement sur le mois (euro);Montant du réaménagement sur la période
AGMT_BAL_TYPE_MTRC;BAL;NETG_AGMT_MTM_AMT;Montant MtM net si accord de netting;Montantn MtM net si accord de netting
AGMT_BAL_TYPE_MTRC;BAL;NETG_AGMT_MTM_AMT_CURY_CD;Devise montant MtM net si accord de netting;Devise du montant du MtM net si accord de netting
AGMT_BAL_TYPE_MTRC;BAL;NETG_AGMT_MTM_EURO_AMT;Montant MtM net si accord de netting (euro);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;NON_EXPRD_COUPN_AMT;Montant coupons non échus;Montant des coupons non échus
AGMT_BAL_TYPE_MTRC;BAL;NON_EXPRD_COUPN_AMT_COA_CD;PCCO montant coupons non échus;PCCO  Montant des coupons non échus
AGMT_BAL_TYPE_MTRC;BAL;NON_EXPRD_COUPN_AMT_CURY_CD;Devise coupons non échus;Devise d'expression des coupons
AGMT_BAL_TYPE_MTRC;BAL;NON_EXPRD_COUPN_EURO_AMT;Coupon couru;Permettre de déterminer le montant du coupon couru à l'achat pour affectaction dans le PNB. Besoin selon la modalité de calcul dans RCO.
AGMT_BAL_TYPE_MTRC;BAL;NON_IMPUTD_VALS_CPTL_AMT;Montant Valeurs Non Imputées en capital;Montant des Valeurs Non Imputées en capital en devise
AGMT_BAL_TYPE_MTRC;BAL;NON_IMPUTD_VALS_CPTL_AMT_CURY_CD;Devise montant Valeurs Non Imputées en capital;Code devise du montants des Valeurs Non Imputées en capital
AGMT_BAL_TYPE_MTRC;BAL;NON_IMPUTD_VALS_CPTL_EURO_AMT;Montants Valeurs Non Imputées en capital (euro);Montants d'impayés en capital à date d'arrêté (Valeurs Non Imputées)
AGMT_BAL_TYPE_MTRC;BAL;NON_IMPUTD_VALS_INT_AMT;Montant Valeurs Non Imputées en intérêts;Montant des Valeurs Non Imputées en intérêts en devise
AGMT_BAL_TYPE_MTRC;BAL;NON_IMPUTD_VALS_INT_AMT_CURY_CD;Devise montant Valeurs Non Imputées en intérêts;Code devise des montants des Valeurs Non Imputées en intérêts
AGMT_BAL_TYPE_MTRC;BAL;NON_IMPUTD_VALS_INT_EURO_AMT;Montants des Valeurs Non Imputées en intérêts (euro);Montants d'impayés en intérêts à date d'arrêté (Valeurs Non Imputées)
AGMT_BAL_TYPE_MTRC;BAL;NOTL_AMT;Montant nominal;Montant du nominal
AGMT_BAL_TYPE_MTRC;BAL;NOTL_AMT_COA_CD;PCCO nominal;Numéro du poste comptable (PCCO) du nominal
AGMT_BAL_TYPE_MTRC;BAL;NOTL_AMT_CURY_CD;Devise montant nominal;Devise du nominal
AGMT_BAL_TYPE_MTRC;BAL;NOTL_EURO_AMT;Montant nominal (euro);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;OPRTN_DT_OUTST_AMT_COA_CD;Numéro de compte PCCO de l'encours en norme IFRS;Numéro de compte PCCO de l'encours en norme IFRS
AGMT_BAL_TYPE_MTRC;BAL;OPRTN_DT_OUTST_AMT_LIABTY_ASSET_IND;Position Actif ou Passif de l'encours en normes IFRS;"""P"" pour un positionnement au passif du bilan, ""A"" pour un positionnement à l'actif."
AGMT_BAL_TYPE_MTRC;BAL;ORIGNL_UNITRY_ACQ_AMT;Montant acquisition initial unitaire;Montant d'acquisition initial unitaire.
AGMT_BAL_TYPE_MTRC;BAL;ORIGNL_UNITRY_ACQ_AMT_CURY_CD;Devise montant acquisition initial unitaire;Devise du montant d'acquisition initial unitaire.
AGMT_BAL_TYPE_MTRC;BAL;ORIGNL_UNITRY_ACQ_EURO_AMT;Montant Acquisition initial unitaire (euro);Montant d'acquisition initial unitaire (euro)
AGMT_BAL_TYPE_MTRC;BAL;OUTST_AMT_COAI_CD;Numéro de compte local (PCI) de l'encours;Compte comptable local de l'encours  (NF ou locale)
AGMT_BAL_TYPE_MTRC;BAL;OUTST_AMT_COA_CD;Numéro de compte PCCO de l'encours en norme IAS;Numéro de compte PCCO de l'encours en norme IAS
AGMT_BAL_TYPE_MTRC;BAL;OUTST_AMT_FR_COAA_CD;Numéro de compte PCCA de l'encours en NF;Numéro de compte PCCA de l'encours en NF
AGMT_BAL_TYPE_MTRC;BAL;OUTST_AMT_IAS_COAA_CD;Numéro de compte PCCA de l'encours en norme IAS;Numéro de compte PCCA de l'encours en norme IAS
AGMT_BAL_TYPE_MTRC;BAL;OVR_INDEBTED_AMT;Montant encours surendettement;Montant d'Encours en Surendettement
AGMT_BAL_TYPE_MTRC;BAL;OVR_INDEBTED_AMT_CURY_CD;Devise montant encours surendettement;Devise dexpression des montants d'encours en Surendettement.
AGMT_BAL_TYPE_MTRC;BAL;OVR_INDEBTED_EURO_AMT;Montant Encours en Surendettement (euro);"Partie entière du montant.
Correspond à la somme des montants d'encours ICNE compris des dossiers faisant l'objet d'un plan de Surendettement de type 'Neiertz'."
AGMT_BAL_TYPE_MTRC;BAL;PD_INT_AMT;Montant Intérêts payés ou capitalisés;Montant des intérêts payés ou capitalisés dans le mois en devise de paiement
AGMT_BAL_TYPE_MTRC;BAL;PD_INT_AMT_CURY_CD;Devise montant des Intérêts payés ou capitalisés;Code devise montant des Intérêts payés ou capitalisés dans le mois
AGMT_BAL_TYPE_MTRC;BAL;PD_INT_EURO_AMT;Montant Interêts payés ou capitalisés (euro);Montant des Interests payés ou capitalisés dans le mois (euro)
AGMT_BAL_TYPE_MTRC;BAL;PLND_PMT_AMT;Montant Abonnement;Montant de l'abonnement en devise d'origine
AGMT_BAL_TYPE_MTRC;BAL;PLND_PMT_AMT_CURY_CD;Devise montant de l'abonnement;Devise dans laquelle le contract a été signé/Code devise du montant de l'abonnement
AGMT_BAL_TYPE_MTRC;BAL;PLND_PMT_EURO_AMT;Montant Abonnement (euro);Montant des versements Mandatorys/programmés
AGMT_BAL_TYPE_MTRC;BAL;PMT_CURY_ACRUD_INT_NOT_DUE_AMT;Montant ICNE en devise de paiement;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;PMT_CURY_ACRUD_INT_NOT_DUE_AMT_CURY_CD;Devise des ICNE en devise de paiement;Devise dans laquelle le contrat a été signé/Devise dans laquelle les échanges d'intérêt sont réalisés
AGMT_BAL_TYPE_MTRC;BAL;PMT_CURY_ACRUD_INT_NOT_DUE_EURO_AMT;ICNE en devise de paiement (euro);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;PRCHD_RECVBL_PREM_AMT;Montant add on affacturage;Montant du Add-on affacturage
AGMT_BAL_TYPE_MTRC;BAL;PRCHD_RECVBL_PREM_AMT_CURY_CD;Devise montant add on affacturage;Devise du montant du Add-on affacturage
AGMT_BAL_TYPE_MTRC;BAL;PRCHD_RECVBL_PREM_EURO_AMT;Montant Add-on affacturage (euro);montant du Add-on affacturage. (LC.0005)
AGMT_BAL_TYPE_MTRC;BAL;PRCH_NMNL_AMT;Nominal acheté en devise d'origine;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;PRCH_NMNL_AMT_CURY_CD;Devise achetée;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;PRCH_NMNL_EURO_AMT;Nominal acheté (euro);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;PRVDD_FUNDS_AMT;Montant des fonds remis;Montant exprimé en devise d'orgine  qui correspond au cumul des fonds mis à la disposition du client. Ce montant évolue à chaque déblocage de fonds dans le cas de réalisations fractionnées et devient invariant lors de la réalisation soldante. Par définition, il est toujours inférieur ou égal au montant du prêt accordé.
AGMT_BAL_TYPE_MTRC;BAL;PRVDD_FUNDS_AMT_CURY_CD;Devise montant des fonds remis;Code devise du montant des fonds remis
AGMT_BAL_TYPE_MTRC;BAL;PRVDD_FUNDS_EURO_AMT;Montant fonds remis (euro);Montant exprimé en devise d'orgine  qui correspond au cumul des fonds mis à la disposition du client. Ce montant évolue à chaque déblocage de fonds dans le cas de réalisations fractionnées et devient invariant lors de la réalisation soldante. Par définition, il est toujours inférieur ou égal au montant du prêt accordé.
AGMT_BAL_TYPE_MTRC;BAL;RECNCLN_AGREGAT_ID;Identifiant de l'agrégat de rapprochement de l'encours en norme locale;Identifiant de l'agrégat de rapprochement de l'encours en norme locale, utilisé pour les entités souhaitant définir en amont les agrégats de rapprochement des données de gestion avec les données comptables (à alimenter des deux cotés)
AGMT_BAL_TYPE_MTRC;BAL;RESTRUCTURING_HRCT_FR_AMT;Décote restructuration NF restant à étaler;"Montant total de la décote en Norme Française restant à étaler pour un crédit restructuré à un taux inférieur au taux du marché, pour cause de défaillance du client.
Létalement serait linéaire et à déclarer échéance par échéance dans le fichier échéanciers."
AGMT_BAL_TYPE_MTRC;BAL;RESTRUCTURING_HRCT_FR_AMT_CURY_CD;Devise décote restructuration restant à étaler;"Devise de ""décote restructuration restant à étaler"""
AGMT_BAL_TYPE_MTRC;BAL;RESTRUCTURING_HRCT_FR_EURO_AMT;Décote restructuration NF restant à étaler (euro);"Montant total de la décote en Norme Française restant à étaler pour un crédit restructuré à un taux inférieur au taux du marché, pour cause de défaillance du client.
Létalement serait linéaire et à déclarer échéance par échéance dans le fichier échéanciers."
AGMT_BAL_TYPE_MTRC;BAL;SCURTS_GLOBL_NMNL_AMT;Montant global du nominal des titres;Valable pour les obligations
AGMT_BAL_TYPE_MTRC;BAL;SCURTS_GLOBL_NMNL_AMT_CURY_CD;Devise Montant global du nominal des titres;Devise dans laquelle le contrat a été signé
AGMT_BAL_TYPE_MTRC;BAL;SCURTS_GLOBL_NMNL_EURO_AMT;Montant global du nominal des titres (euro);Valable pour les obligations
AGMT_BAL_TYPE_MTRC;BAL;SCURTY_LEG_AMT;Nominal de la patte titres;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;SCURTY_LEG_AMT_CURY_CD;Devise Montant de la patte du Titre;Devise dans laquelle le contrat a été signé
AGMT_BAL_TYPE_MTRC;BAL;SCURTY_LEG_EURO_AMT;Nominal de la patte titres (euro);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;SEL_LEG_NON_EXPRD_COUPN_AMT;Montant Coupons courus non échus - jambe vend.;Montant des coupons courus non échus de la jambe vendue (dérivés)
AGMT_BAL_TYPE_MTRC;BAL;SEL_LEG_NON_EXPRD_COUPN_AMT_CURY_CD;Devise Montant des coupons courus non échus - Jambe vend.;Devise d'expression montant des coupons  courus non échus de la jambe vendue.
AGMT_BAL_TYPE_MTRC;BAL;SEL_LEG_NON_EXPRD_COUPN_EURO_AMT;Montant Coupons courus non échus - jambe vendue (euro);Montant des coupons courus non échus de la jambe vendue (dérivés), en contrevaleur euro
AGMT_BAL_TYPE_MTRC;BAL;SL_NMNL_AMT;Nominal vendu en devise d'origine;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;SL_NMNL_AMT_CURY_CD;Devise vendue;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;SL_NMNL_EURO_AMT;Nominal vendu en contrevaleur;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;SPOT_PRC_AMT;Montant cours spot;Montant cours spot
AGMT_BAL_TYPE_MTRC;BAL;SPOT_PRC_AMT_CURY_CD;Devise montant cours spot;Devise montant cours spot
AGMT_BAL_TYPE_MTRC;BAL;SPOT_PRC_EURO_AMT;Montant cours spot (euro);Montant cours spot
AGMT_BAL_TYPE_MTRC;BAL;SPOT_PRC_VAL;Cours spot;Cours spot
AGMT_BAL_TYPE_MTRC;BAL;THEORICAL_TRDNL_ADVNC_OUTST_AMT;CRD théorique de l'avance;Montant théorique de l'avance traditionnelle avant la date de prochaine échéance. Evolue en fonction du tableau damortissement remis au client et dévénements intervenant sur le prêt (ex : remboursement anticipé partiel).
AGMT_BAL_TYPE_MTRC;BAL;THEORICAL_TRDNL_ADVNC_OUTST_AMT_CURY_CD;Devise CRD théorique de l'avance;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;THEORICAL_TRDNL_ADVNC_OUTST_EURO_AMT;CRD théorique de l'avance (euro);Montant théorique de l'avance traditionnelle avant la date de prochaine échéance. Evolue en fonction du tableau damortissement remis au client et dévénements intervenant sur le prêt (ex : remboursement anticipé partiel).
AGMT_BAL_TYPE_MTRC;BAL;THRTCL_CPTL_OUTST_AMT;Montant capital théorique restant dû;Correspond au CRD théorique sur les prêts (ne prend pas en compte les arriérés de paiement)
AGMT_BAL_TYPE_MTRC;BAL;THRTCL_CPTL_OUTST_CURY_CD;Devise capital théorique restant dû;Devise du capital théorique restant dû
AGMT_BAL_TYPE_MTRC;BAL;THRTCL_CPTL_OUTST_EURO_AMT;Capital théorique restant dû (euro);Correspond au CRD théorique sur les prêts (ne prend pas en compte les arriérés de paiement)
AGMT_BAL_TYPE_MTRC;BAL;TOT_EARLY_RPMT_AMT;Montant RA total en devise d'origine;Montant total du remboursement anticipé depuis l'ouverture du contract
AGMT_BAL_TYPE_MTRC;BAL;TOT_EARLY_RPMT_AMT_CURY_CD;Devise montant RA total;Code devise du montant RA total
AGMT_BAL_TYPE_MTRC;BAL;TOT_EARLY_RPMT_EURO_AMT;Montant RA total (euro);Montant total du remboursement anticipé depuis l'ouverture du contract
AGMT_BAL_TYPE_MTRC;BAL;TOT_MODFN_AMT;Montant total du Réaménagement en devise d'origine;"Montant total des réaménagements depuis le début de vie du contract : 
Somme des montant des réaménagements des contracts sur tous les mois depuis le début du contract le plus ancien"
AGMT_BAL_TYPE_MTRC;BAL;TOT_MODFN_AMT_CURY_CD;Devise montant total du Réaménagement;Code devise du montant total du Réaménagement
AGMT_BAL_TYPE_MTRC;BAL;TOT_MODFN_EURO_AMT;Montant total du Réaménagement (euro);"Montant total des réaménagements depuis le début de vie du contract : 
Somme des montant des réaménagements des contracts sur tous les mois depuis le début du contract le plus ancien"
AGMT_BAL_TYPE_MTRC;BAL;TRMTN_COMP_AMT;Montant Indemnité de résiliation;Signe du montant, partie entière, partie décimale
AGMT_BAL_TYPE_MTRC;BAL;TRMTN_COMP_AMT_CURY_CD;Devise Montant indemnité de résiliation;Devise du montant montant de l'indemnité de résiliation
AGMT_BAL_TYPE_MTRC;BAL;TRMTN_COMP_EURO_AMT;Montant Indemnité de résiliation (euros);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;TSACTN_FEES_AMT;Frais de transaction;Montant des frais de courtage
AGMT_BAL_TYPE_MTRC;BAL;TSACTN_FEES_AMT_CURY_CD;Devise frais de transaction;Devise dans laquelle le contrat a été signé/Code devise des frais de transaction
AGMT_BAL_TYPE_MTRC;BAL;TSACTN_FEES_EURO_AMT;Frais de transaction (euro);Montant des frais de courtage
AGMT_BAL_TYPE_MTRC;BAL;UNDRW_AMT_COA_CD;PCCO montant déclaré;Numéro du poste comptable PCCO correspondant au montant déclaré ci-dessus
AGMT_BAL_TYPE_MTRC;BAL;UNPD_CPTL_AMT;Montant Créances Impayées en capital;Montant des Créances Impayées en capital en devise
AGMT_BAL_TYPE_MTRC;BAL;UNPD_CPTL_AMT_CURY_CD;Devise montant Créances Impayées en capital;Code devise des montants des Créances Impayées en capital
AGMT_BAL_TYPE_MTRC;BAL;UNPD_CPTL_EURO_AMT;Montant Créances Impayées en capital (euro);Montants d'impayés en capital à date d'arrêté (Créances Impayées)
AGMT_BAL_TYPE_MTRC;BAL;UNPD_DRWN_CPTL_AMT;Montant capital en arriéré de paiement;Montant du capital en arriéré de paiement
AGMT_BAL_TYPE_MTRC;BAL;UNPD_DRWN_CPTL_AMT_CURY_CD;Devise Montant capital en arriéré;Devise du Montant de capital en arriéré de paiement
AGMT_BAL_TYPE_MTRC;BAL;UNPD_DRWN_CPTL_EURO_AMT;Montant capital en arriéré de paiement (euro);Montant du capital en arriéré de paiement
AGMT_BAL_TYPE_MTRC;BAL;UNPD_DRWN_INT_OUTST_AMT;Montant Intérêts restant dûs en arriéré;Montant des intérêts restant dûs en arriéré de paiement
AGMT_BAL_TYPE_MTRC;BAL;UNPD_DRWN_INT_OUTST_AMT_CURY_CD;Devise Montant intérêts restant dûs en arriéré;Devise d'expression du montant des intérêts restant dûs en arriéré de paiement
AGMT_BAL_TYPE_MTRC;BAL;UNPD_DRWN_INT_OUTST_EURO_AMT;Montant Intérêts restant dûs en arriéré (euro);Montant des intérêts restant dûs en arriéré de paiement en contrevaleur euro
AGMT_BAL_TYPE_MTRC;BAL;UNPD_INT_AMT;Montant Créances Impayées en intérêts;Montant des Créances Impayées en intérêts en devise
AGMT_BAL_TYPE_MTRC;BAL;UNPD_INT_AMT_CURY_CD;Devise montant Créances Impayées en intérêts;Code devise des montants des Créances Impayées en intérêts
AGMT_BAL_TYPE_MTRC;BAL;UNPD_INT_EURO_AMT;Montants des Créances Impayées en intérêts (euro);Montants d'impayés en intérêts à date d'arrêté (Créances Impayées)
AGMT_BAL_TYPE_MTRC;BAL;UNPD_PORTN_MTM_AMT;Montant MTM part non libérée;Montant MTM pied coupon
AGMT_BAL_TYPE_MTRC;BAL;UNPD_PORTN_MTM_AMT_CURY_CD;Devise montant MTM part non libérée;Devise du montant du MTM Pied de coupon
AGMT_BAL_TYPE_MTRC;BAL;UNPD_PORTN_MTM_EURO_AMT;Montant  MTM de la part non libérée (euro);montant du MTM Pied de coupon
AGMT_BAL_TYPE_MTRC;BAL;UPDT_MTH_INT_AMT;Montant intérêts du mois actualisés;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;UPDT_MTH_INT_AMT_CURY_CD;Devise du montant des intérêts moyens mensuels;Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;UPDT_MTH_INT_EURO_AMT;Montant intérêts du mois actualisés (euro);Non renseigné
AGMT_BAL_TYPE_MTRC;BAL;VALUT_ADJSTMT_AMT;Montant ajustement valeur;Montant ajustement de valeur
AGMT_BAL_TYPE_MTRC;BAL;VALUT_ADJSTMT_AMT_CURY_CD;Devise montant ajustement valeur;Devise du montant d'ajustement de valeur
AGMT_BAL_TYPE_MTRC;BAL;VALUT_ADJSTMT_EURO_AMT;Montant d'ajustement de valeur (euro);Montant CVA comptable
AGMT_ASSET;AST;AGMT_ASSET_LEAS_RSDUL_AMT;Valeur estimée bien loué - fin période;Valeur estimée en fin de période du bien loué
AGMT_ASSET;AST;AGMT_ASSET_LEAS_RSDUL_AMT_CURY_CD;Devise valeur estimée bien loué - fin période;Devise dexpression de la Valeur Résiduelle  - crédit-bail.
AGMT_ASSET;AST;AGMT_ASSET_LEAS_RSDUL_EURO_AMT;Montant valeur estimée bien loué fin période (euro);Non renseigné
AGMT_ASSET;AST;APLCBL_LAW_CTRY_CD;#N/A;#N/A
AGMT_ASSET;AST;ASSET_ASESMT_METH_CD;#N/A;#N/A
AGMT_ASSET;AST;BLD_YR_NUM;#N/A;#N/A
AGMT_ASSET;AST;BORWG_BASE_IND;#N/A;#N/A
AGMT_ASSET;AST;BSL_RTG_INDX_IND;#N/A;#N/A
AGMT_ASSET;AST;DEP_PLACE_CD;#N/A;#N/A
AGMT_ASSET;AST;DROR_NTLTY_CD;#N/A;#N/A
AGMT_ASSET;AST;INDX_CD;#N/A;#N/A
AGMT_ASSET;AST;INTBL_ASSET_RGSTRN_CTRY_CD;#N/A;#N/A
AGMT_ASSET;AST;ISIN_CD;#N/A;#N/A
AGMT_ASSET;AST;ISSUR_NTLTY_CD;#N/A;#N/A
AGMT_ASSET;AST;LEAS_MGMT_IND;#N/A;#N/A
AGMT_ASSET;AST;LOC_CTRY_CD;Pays location actif;"Localisation (pays) de lactif
"
AGMT_ASSET;AST;LOC_NUTS_CD;#N/A;#N/A
AGMT_ASSET;AST;MORTAGE_AMT;#N/A;#N/A
AGMT_ASSET;AST;MORTAGE_QLTY_IND;#N/A;#N/A
AGMT_ASSET;AST;MORTG_AMT_CURY_CD;#N/A;#N/A
AGMT_ASSET;AST;MORTG_EURO_AMT;#N/A;#N/A
AGMT_ASSET;AST;OFF_PTNT_YR_NUM;#N/A;#N/A
AGMT_ASSET;AST;PTNT_ISSUD_IND;#N/A;#N/A
AGMT_ASSET;AST;REAL_ESTAT_ASSET_QLTY_IND;#N/A;#N/A
AGMT_ASSET;AST;REAL_ESTAT_DEST_CD;Usage du bien en garanti/immobilier/immobilier financé;Usage du bien immobilier
AGMT_ASSET;AST;RECVD_CLTRL_INVSTMT_PRD_NEXP_CPN_AMT;#N/A;#N/A
AGMT_ASSET;AST;RECVD_CLTRL_INVSTMT_PRD_NEXP_CPN_AMT_CURY_CD;#N/A;#N/A
AGMT_ASSET;AST;RECVD_CLTRL_INVSTMT_PRD_NEXP_CPN_EURO_AMT;#N/A;#N/A
AGMT_ASSET;AST;RECVD_CLTRL_INVSTMT_PROD_NMNL_AMT;#N/A;#N/A
AGMT_ASSET;AST;RECVD_CLTRL_INVSTMT_PROD_NMNL_AMT_CURY_CD;#N/A;#N/A
AGMT_ASSET;AST;RECVD_CLTRL_INVSTMT_PROD_NMNL_EURO_AMT;#N/A;#N/A
AGMT_ASSET;AST;SCURTS_CR_QLTY_CD;#N/A;#N/A
AGMT_ASSET;AST;SCURTS_IDNTFTN_TYPE_CD;#N/A;#N/A
