TABLE_NAME;TABLE_TYPE;TABLE_LABEL;TABLE_DESCRIPTION;FIELD_NAME;FIELD_TYPE;FIELD_LABEL;FIELD_DESCRIPTION;EXPRESSION;HIDDEN;ICON;ALIAS;FOLDER;ROLE
TEC_AUTORIZATION_LINE;Final;;;UNPD_CPTL_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.UNPD_CPTL_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UNPD_CPTL_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.UNPD_CPTL_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UNPD_INT_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.UNPD_INT_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UNPD_INT_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.UNPD_INT_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;RESTRUCTURING_HRCT_FR_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.RESTRUCTURING_HRCT_FR_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PRVDD_FUNDS_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PRVDD_FUNDS_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MTH_AVG_OUTST_DR_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MTH_AVG_OUTST_DR_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;THEORICAL_TRDNL_ADVNC_OUTST_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.THEORICAL_TRDNL_ADVNC_OUTST_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MTH_FUND_RLEAS_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MTH_FUND_RLEAS_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MTH_EARLY_RPMT_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MTH_EARLY_RPMT_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;TOT_EARLY_RPMT_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.TOT_EARLY_RPMT_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EARLY_RPMT_CMPSTN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.EARLY_RPMT_CMPSTN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EARLY_RPMT_CMPSTN_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.EARLY_RPMT_CMPSTN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BLNCG_ADJSTMT_AVG_RATE_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BLNCG_ADJSTMT_AVG_RATE_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BLNCG_ADJSTMT_AVG_RATE_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BLNCG_ADJSTMT_AVG_RATE_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MTH_MODFN_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MTH_MODFN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;TOT_MODFN_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.TOT_MODFN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OPRTN_DT_OUTST_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OPRTN_DT_OUTST_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MTH_AVG_OUTST_CR_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MTH_AVG_OUTST_CR_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;DR_ACRUD_INT_NOT_DUE_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.DR_ACRUD_INT_NOT_DUE_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;DR_ACRUD_INT_NOT_DUE_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.DR_ACRUD_INT_NOT_DUE_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CR_ACRUD_INT_NOT_DUE_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CR_ACRUD_INT_NOT_DUE_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CR_ACRUD_INT_NOT_DUE_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CR_ACRUD_INT_NOT_DUE_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EARLY_WDRWL_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.EARLY_WDRWL_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CPTLZN_PREM_ELGBL_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CPTLZN_PREM_ELGBL_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CR_ELGBL_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CR_ELGBL_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PLND_PMT_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PLND_PMT_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;IFRS_ACCNTG_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.IFRS_ACCNTG_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FR_GAAP_ACCNTG_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.FR_GAAP_ACCNTG_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PMT_CURY_ACRUD_INT_NOT_DUE_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PMT_CURY_ACRUD_INT_NOT_DUE_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SCURTS_GLOBL_NMNL_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SCURTS_GLOBL_NMNL_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BORWG_LEG_OUTST_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BORWG_LEG_OUTST_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BORWG_LEG_OUTST_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BORWG_LEG_OUTST_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BORWG_LEG_PD_INT_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BORWG_LEG_PD_INT_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LENDG_LEG_OUTST_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.LENDG_LEG_OUTST_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LENDG_LEG_OUTST_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.LENDG_LEG_OUTST_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LENDG_LEG_PD_INT_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.LENDG_LEG_PD_INT_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CSH_LEG_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CSH_LEG_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SCURTY_LEG_AMT_CURY_CD;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SCURTY_LEG_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;COUPN_NATR_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.COUPN_NATR_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BORWG_LEG_OUTST_AMT_COA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BORWG_LEG_OUTST_AMT_COA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LENDG_LEG_OUTST_AMT_COA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.LENDG_LEG_OUTST_AMT_COA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;DR_ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.DR_ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MK_TO_MKT_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MK_TO_MKT_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OPRTN_DT_OUTST_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OPRTN_DT_OUTST_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OPRTN_DT_OUTST_AMT_COA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OPRTN_DT_OUTST_AMT_COA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;DR_ACRUD_INT_NOT_DUE_AMT_COA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.DR_ACRUD_INT_NOT_DUE_AMT_COA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EXCPTNAL_DEP_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.EXCPTNAL_DEP_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EXCPTNAL_DEP_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.EXCPTNAL_DEP_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EXCPTNAL_DEP_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.EXCPTNAL_DEP_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EXCPTNAL_DEP_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.EXCPTNAL_DEP_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PMT_CURY_ACRUD_INT_NOT_DUE_AMT_COA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PMT_CURY_ACRUD_INT_NOT_DUE_AMT_COA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;IFRS_ACCNTG_AMT_COA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.IFRS_ACCNTG_AMT_COA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;IFRS_ACCNTG_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.IFRS_ACCNTG_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FR_GAAP_ACCNTG_AMT_FR_COAA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.FR_GAAP_ACCNTG_AMT_FR_COAA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FR_GAAP_ACCNTG_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.FR_GAAP_ACCNTG_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OWN_FUNDS_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OWN_FUNDS_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OWN_FUNDS_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OWN_FUNDS_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OWN_FUNDS_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OWN_FUNDS_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SCURD_LIABTY_CLTRLZD_UNCLTRLZD_PRT_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SCURD_LIABTY_CLTRLZD_UNCLTRLZD_PRT_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SCURD_LIABTY_CLTRLZD_UNCLTRLZD_PRT_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SCURD_LIABTY_CLTRLZD_UNCLTRLZD_PRT_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SCURD_LIABTY_CLTRLZD_UNCLTRLZD_PRT_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SCURD_LIABTY_CLTRLZD_UNCLTRLZD_PRT_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SCURTY_ENT_FUNDG_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SCURTY_ENT_FUNDG_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SCURTY_ENT_FUNDG_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SCURTY_ENT_FUNDG_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SCURTY_ENT_FUNDG_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SCURTY_ENT_FUNDG_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MK_TO_MKT_FINC_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MK_TO_MKT_FINC_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MK_TO_MKT_FINC_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MK_TO_MKT_FINC_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MK_TO_MKT_FINC_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.MK_TO_MKT_FINC_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BORWG_LEG_OUTST_AMT_FR_COAA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BORWG_LEG_OUTST_AMT_FR_COAA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BORWG_LEG_OUTST_AMT_IAS_COAA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BORWG_LEG_OUTST_AMT_IAS_COAA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LENDG_LEG_OUTST_AMT_FR_COAA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.LENDG_LEG_OUTST_AMT_FR_COAA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LENDG_LEG_OUTST_AMT_IAS_COAA_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.LENDG_LEG_OUTST_AMT_IAS_COAA_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PRCH_ACRUD_COUPN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PRCH_ACRUD_COUPN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PRCH_ACRUD_COUPN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PRCH_ACRUD_COUPN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PRCH_ACRUD_COUPN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PRCH_ACRUD_COUPN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PD_INT_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PD_INT_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PMT_CURY_ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PMT_CURY_ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;INT_CPTLZN_RATE;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.INT_CPTLZN_RATE];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_ASSET_LEASG_UNPD_DRWN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.AGMT_ASSET_LEASG_UNPD_DRWN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_ASSET_LEASG_UNPD_DRWN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.AGMT_ASSET_LEASG_UNPD_DRWN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_ASSET_LEASG_UNPD_DRWN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.AGMT_ASSET_LEASG_UNPD_DRWN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CPTL_OUTST_UNPD_DRWN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CPTL_OUTST_UNPD_DRWN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CPTL_OUTST_UNPD_DRWN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CPTL_OUTST_UNPD_DRWN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CPTL_OUTST_UNPD_DRWN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CPTL_OUTST_UNPD_DRWN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;COMS_OUTSANDING__UNPD_DRWN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.COMS_OUTSANDING__UNPD_DRWN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;COMS_OUTSANDING_UNPD_DRWN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.COMS_OUTSANDING_UNPD_DRWN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;COMS_OUTSANDING_UNPD_DRWN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.COMS_OUTSANDING_UNPD_DRWN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;INT_OUTST_UNPD_DRWN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.INT_OUTST_UNPD_DRWN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;INT_OUTST_UNPD_DRWN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.INT_OUTST_UNPD_DRWN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;INT_OUTST_UNPD_DRWN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.INT_OUTST_UNPD_DRWN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OVRDRFT_BAL_UNPD_DRWN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OVRDRFT_BAL_UNPD_DRWN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OVRDRFT_BAL_UNPD_DRWN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OVRDRFT_BAL_UNPD_DRWN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OVRDRFT_BAL_UNPD_DRWN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OVRDRFT_BAL_UNPD_DRWN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OVRDRFT_BAL_INT_UNPD_DRWN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OVRDRFT_BAL_INT_UNPD_DRWN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OVRDRFT_BAL_INT_UNPD_DRWN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OVRDRFT_BAL_INT_UNPD_DRWN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OVRDRFT_BAL_INT_UNPD_DRWN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OVRDRFT_BAL_INT_UNPD_DRWN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CPTL_INT_OUTST_UNPD_DRWN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CPTL_INT_OUTST_UNPD_DRWN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CPTL_INT_OUTST_UNPD_DRWN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CPTL_INT_OUTST_UNPD_DRWN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CPTL_INT_OUTST_UNPD_DRWN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.CPTL_INT_OUTST_UNPD_DRWN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_ASSET_LEASG_INT_UNPD_DRWN_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.AGMT_ASSET_LEASG_INT_UNPD_DRWN_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_ASSET_LEASG_INT_UNPD_DRWN_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.AGMT_ASSET_LEASG_INT_UNPD_DRWN_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_ASSET_LEASG_INT_UNPD_DRWN_EURO_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.AGMT_ASSET_LEASG_INT_UNPD_DRWN_EURO_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OUTST_AMT_LIABTY_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OUTST_AMT_LIABTY_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;STTM_DT;date;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.STTM_DT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;STTM_TYPE_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.STTM_TYPE_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;POSTNG_ENT_ID;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.POSTNG_ENT_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ENT_ID;int32;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.ENT_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FLOW_TYPE_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.FLOW_TYPE_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UPDATE_FLOW_TYPE;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.UPDATE_FLOW_TYPE];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FLOW_SCOPE;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.FLOW_SCOPE];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SOURCE_SYSTEM;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.SOURCE_SYSTEM];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;STATUS;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.STATUS];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LINE_NUMBER;int32;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.LINE_NUMBER];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UPDATE_LINE_NUMBER;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.UPDATE_LINE_NUMBER];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FILE_ID;int32;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.FILE_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UPDATE_FILE_ID;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.UPDATE_FILE_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;JOB_ID;int32;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.JOB_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BEGIN_TT;timeStampTZ;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.BEGIN_TT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;END_TT;timeStampTZ;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.END_TT];true;Attribute;;;Field
