TABLE_NAME;TABLE_TYPE;TABLE_LABEL;TABLE_DESCRIPTION;FIELD_ID;FIELD_NAME;FIELD_TYPE;FIELD_LABEL;FIELD_DESCRIPTION;EXPRESSION;HIDDEN;ICON;ALIAS;FOLDER;ROLE
TEC_CONTRACT;Final;;;AG.INV.REASESMT_PERIODCITY_CD;REASESMT_PERIODCITY_CD;characterLength16;Périodicité réévaluation;;[DATA].[AG].[INV.REASESMT_PERIODCITY_CD];false;Attribute;REASESMT_PERIODCITY_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCTFEAT.SCURTZN_POOL_POSITN_CD;SCURTZN_POOL_POSITN_CD;characterLength16;Position banque programme;Correspond à la position ou statut de la banque dans le programme de titrisation;[DATA].[AG].[SCTFEAT.SCURTZN_POOL_POSITN_CD];false;Attribute;SCURTZN_POOL_POSITN_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.LOCL_PROD_CD;LOCL_PROD_CD;characterLength16;Produit (référence filiale);;[DATA].[AG].[LOCL_PROD_CD];false;Attribute;LOCL_PROD_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCTFEAT.SCURTZN_TRNCH_RTG_CD;SCURTZN_TRNCH_RTG_CD;characterLength16;Rating tranche;;[DATA].[AG].[SCTFEAT.SCURTZN_TRNCH_RTG_CD];false;Attribute;SCURTZN_TRNCH_RTG_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.UNDRLY_INVSTMT_PROD_ISIN_CD;UNDRLY_INVSTMT_PROD_ISIN_CD;characterLength16;Référence titre sous jacent;Code ISIN des titres;[DATA].[AG].[INV.UNDRLY_INVSTMT_PROD_ISIN_CD];false;Attribute;UNDRLY_INVSTMT_PROD_ISIN_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.ORIGNL_GRADE_SEGMT_CD;ORIGNL_GRADE_SEGMT_CD;characterLength16;Segment notation origine;;[DATA].[AG].[EX.ORIGNL_GRADE_SEGMT_CD];false;Attribute;ORIGNL_GRADE_SEGMT_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCTFEAT.SCURTZN_TRNCH_SRY_LVL_CD;SCURTZN_TRNCH_SRY_LVL_CD;characterLength16;Séniorité tranche vehicule;;[DATA].[AG].[SCTFEAT.SCURTZN_TRNCH_SRY_LVL_CD];false;Attribute;SCURTZN_TRNCH_SRY_LVL_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.TSACTN_DRCTN_CD;TSACTN_DRCTN_CD;characterLength16;Sens Transaction;;[DATA].[AG].[INV.TSACTN_DRCTN_CD];false;Attribute;TSACTN_DRCTN_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SRC_CD;SRC_CD;characterLength16;Source;Code du système opérationnel de gestion ou système remettant de l'objet métier;[DATA].[AG].[SRC_CD];false;Attribute;SRC_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCTFEAT.SCURTZN_TRNCH_RTG_SRC_CD;SCURTZN_TRNCH_RTG_SRC_CD;characterLength16;Source rating tranche;;[DATA].[AG].[SCTFEAT.SCURTZN_TRNCH_RTG_SRC_CD];false;Attribute;SCURTZN_TRNCH_RTG_SRC_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.AGMT_SBTYPE_CD;AGMT_SBTYPE_CD;characterLength16;Sous-type contrat;Permet d'identifier le sous-type du contrat;[DATA].[AG].[AGMT_SBTYPE_CD];false;Attribute;AGMT_SBTYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.EXPSR_SBTYPE_CD;EXPSR_SBTYPE_CD;characterLength16;Sous-type contrat exposition;Permet d'identifier le sous-type du contrat d'exposition;[DATA].[AG].[EX.EXPSR_SBTYPE_CD];false;Attribute;EXPSR_SBTYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.INVSTMT_SBTYPE_CD;INVSTMT_SBTYPE_CD;characterLength16;Sous-type opération investissement;;[DATA].[AG].[INV.INVSTMT_SBTYPE_CD];false;Attribute;INVSTMT_SBTYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCTFEAT.SCURTZN_TYPE_CD;SCURTZN_TYPE_CD;characterLength16;Titre titrisation;;[DATA].[AG].[SCTFEAT.SCURTZN_TYPE_CD];false;Attribute;SCURTZN_TYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.DERVTV_SBTYPE_CD;DERVTV_SBTYPE_CD;characterLength16;Type dérivé de crédit;;[DATA].[AG].[INV.DERVTV_SBTYPE_CD];false;Attribute;DERVTV_SBTYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.OPTN_EXRCS_TYPE_CD;OPTN_EXRCS_TYPE_CD;characterLength16;Type exercice option;;[DATA].[AG].[INV.OPTN_EXRCS_TYPE_CD];false;Attribute;OPTN_EXRCS_TYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.LOAN_TYPE_CD;LOAN_TYPE_CD;characterLength16;Type prêt;;[DATA].[AG].[CRA.LOAN_TYPE_CD];false;Attribute;LOAN_TYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.RISK_TYPE_CD;RISK_TYPE_CD;characterLength16;Code type risque;;[DATA].[AG].[EX.RISK_TYPE_CD];false;Identifier;RISK_TYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.SEL_NOTL_UOM_TYPE_CD;SEL_NOTL_UOM_TYPE_CD;characterLength16;Unité mesure quantité à livrer;;[DATA].[AG].[INV.SEL_NOTL_UOM_TYPE_CD];false;Attribute;SEL_NOTL_UOM_TYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.BUY_NOTL_UOM_TYPE_CD;BUY_NOTL_UOM_TYPE_CD;characterLength16;Unité mesure quantité à recevoir;;[DATA].[AG].[INV.BUY_NOTL_UOM_TYPE_CD];false;Attribute;BUY_NOTL_UOM_TYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BAL.BORWG_LEG_OUTST_AMT_COA_CD;BORWG_LEG_OUTST_AMT_COA_CD;characterLength16;Numéro Compte PCCO Encours en norme IFRS - Jambe empr.;Numéro Compte PCCO de l'encours en norme IFRS en devise achetée - Jambe emprunteuse;[DATA].[AG].[BAL.BORWG_LEG_OUTST_AMT_COA_CD];false;Attribute;BORWG_LEG_OUTST_AMT_COA_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BAL.COUPN_NATR_CD;COUPN_NATR_CD;characterLength16;Nature du Coupon;Non renseigné;[DATA].[AG].[BAL.COUPN_NATR_CD];false;Attribute;COUPN_NATR_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BAL.DR_ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND;DR_ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND;character;Position Actif ou Passif des ICNE;P pour un positionnement au passif du bilan, A pour un positionnement à l'actif.;[DATA].[AG].[BAL.DR_ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND];false;Attribute;DR_ACRUD_INT_NOT_DUE_AMT_LIABTY_ASSET_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BAL.LENDG_LEG_OUTST_AMT_COA_CD;LENDG_LEG_OUTST_AMT_COA_CD;characterLength16;Numéro Compte PCCO Encours en norme IFRS (dev vendue);;[DATA].[AG].[BAL.LENDG_LEG_OUTST_AMT_COA_CD];false;Attribute;LENDG_LEG_OUTST_AMT_COA_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BAL.MK_TO_MKT_AMT_LIABTY_ASSET_IND;MK_TO_MKT_AMT_LIABTY_ASSET_IND;character;Position Actif ou Passif de l'encours à la juste valeur en normes IFRS;;[DATA].[AG].[BAL.MK_TO_MKT_AMT_LIABTY_ASSET_IND];false;Attribute;MK_TO_MKT_AMT_LIABTY_ASSET_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BAL.OPRTN_DT_OUTST_AMT_COA_CD;OPRTN_DT_OUTST_AMT_COA_CD;characterLength16;Numéro de compte PCCO de l'encours en norme IFRS;;[DATA].[AG].[BAL.OPRTN_DT_OUTST_AMT_COA_CD];false;Attribute;OPRTN_DT_OUTST_AMT_COA_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INT_CALCN_CNVTN_DY_CD;INT_CALCN_CNVTN_DY_CD;character;Convention de jour de calcul des intérêts;Non renseigné;[DATA].[AG].[INT_CALCN_CNVTN_DY_CD];false;Attribute;INT_CALCN_CNVTN_DY_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INT_PMT_CNVTN_DY_CD;INT_PMT_CNVTN_DY_CD;character;Convention de jour de paiement des intérêts;;[DATA].[AG].[INT_PMT_CNVTN_DY_CD];false;Attribute;INT_PMT_CNVTN_DY_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.HEDGING_CD;HEDGING_CD;characterLength16;Couverture;;[DATA].[AG].[INV.HEDGING_CD];false;Attribute;HEDGING_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BUSN_LN_2_CD;BUSN_LN_2_CD;characterLength16;Découpage Métier 2;Non renseigné;[DATA].[AG].[BUSN_LN_2_CD];false;Attribute;BUSN_LN_2_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BUSN_LN_3_CD;BUSN_LN_3_CD;characterLength16;Découpage Métier 3;;[DATA].[AG].[BUSN_LN_3_CD];false;Attribute;BUSN_LN_3_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.BUSN_LN_4_CD;BUSN_LN_4_CD;characterLength16;Découpage Métier 4;;[DATA].[AG].[BUSN_LN_4_CD];false;Attribute;BUSN_LN_4_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.BSL_II_FUNDS_USE_CD;BSL_II_FUNDS_USE_CD;characterLength16;Destination de financement Bâle 2;Cette rubrique pourrait permettre de dériver le « code marché » pour ventiler les encours de production nouvelle, et non natif dans les SI remettants. Cette notion est disponible dans lapplication Arcade géré par les risques.;[DATA].[AG].[CRA.BSL_II_FUNDS_USE_CD];false;Attribute;BSL_II_FUNDS_USE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.INTRVNTN_DMN_CD;INTRVNTN_DMN_CD;characterLength16;Domaine d'intervention;Les différents domaines d'intervention permettent de sélectionner les financements selon leur finalité économique, quelle que soit la personnalité juridique de lemprunteur.;[DATA].[AG].[CRA.INTRVNTN_DMN_CD];false;Attribute;INTRVNTN_DMN_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.CENTRL_BNK_ELGBLY_IND;CENTRL_BNK_ELGBLY_IND;character;Eligibilité banque centrale;;[DATA].[AG].[CRA.CENTRL_BNK_ELGBLY_IND];false;Attribute;CENTRL_BNK_ELGBLY_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.AGMT_STS_CD;AGMT_STS_CD;character;Etat du contrat;;[DATA].[AG].[AGMT_STS_CD];false;Attribute;AGMT_STS_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.GUAR_GVN_TRIGR_EV_CD;GUAR_GVN_TRIGR_EV_CD;characterLength16;Evénement déclencheur de la garantie;;[DATA].[AG].[EX.GUAR_GVN_TRIGR_EV_CD];false;Attribute;GUAR_GVN_TRIGR_EV_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.GRC_PRD_IND;GRC_PRD_IND;character;Existence dune période danticipation;;[DATA].[AG].[CRA.GRC_PRD_IND];false;Attribute;GRC_PRD_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.OPTN_1_FMLY_CD;OPTN_1_FMLY_CD;characterLength16;Famille de l'option 1;Contexte dexercice de loption 1 : Sécurisation, Pause suite chômage, Pause Agri et Pro, etc÷ (RB 0735);[DATA].[AG].[CRA.OPTN_1_FMLY_CD];false;Attribute;OPTN_1_FMLY_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.OPTN_2_FMLY_CD;OPTN_2_FMLY_CD;characterLength16;Famille de l'option 2;;[DATA].[AG].[CRA.OPTN_2_FMLY_CD];false;Attribute;OPTN_2_FMLY_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.CVRD_OPRTN_RISK_CTGY_CD;CVRD_OPRTN_RISK_CTGY_CD;characterLength16;Famille de risque Opération couverte par engagement;;[DATA].[AG].[EX.CVRD_OPRTN_RISK_CTGY_CD];false;Attribute;CVRD_OPRTN_RISK_CTGY_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.PD_RATE_PMT_FRQCY_CD;PD_RATE_PMT_FRQCY_CD;characterLength16;Fréquence de paiement du taux payé;;[DATA].[AG].[PD_RATE_PMT_FRQCY_CD];false;Attribute;PD_RATE_PMT_FRQCY_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.RECVD_RATE_PMT_FRQCY_CD;RECVD_RATE_PMT_FRQCY_CD;characterLength16;Fréquence de paiement du taux reçu;Fréquence à laquelle les intérêts sont reçus (/calculés);[DATA].[AG].[RECVD_RATE_PMT_FRQCY_CD];false;Attribute;RECVD_RATE_PMT_FRQCY_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.PD_RATE_ID;PD_RATE_ID;characterLength16;Identifiant taux payé;Référence du taux payé;[DATA].[AG].[INV.PD_RATE_ID];false;Attribute;PD_RATE_ID;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.RISK_MTGNT_AGMT_IND;RISK_MTGNT_AGMT_IND;character;Indicateur accord collatéralisation;Indicateur permettant de préciser si l'opération de marché entre dans le cadre d'un accord de collatéralisation;[DATA].[AG].[INV.RISK_MTGNT_AGMT_IND];false;Attribute;RISK_MTGNT_AGMT_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.MRGG_AGMT_IND;MRGG_AGMT_IND;character;Indicateur accord fusion;;[DATA].[AG].[CRA.MRGG_AGMT_IND];false;Attribute;MRGG_AGMT_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.NETG_AGMT_IND;NETG_AGMT_IND;character;Indicateur accord netting;;[DATA].[AG].[INV.NETG_AGMT_IND];false;Attribute;NETG_AGMT_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.QUOTD_ASSET_IND;QUOTD_ASSET_IND;character;Indicateur actif coté;;[DATA].[AG].[INV.QUOTD_ASSET_IND];false;Attribute;QUOTD_ASSET_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.IMPARD_ASSET_IND;IMPARD_ASSET_IND;character;Indicateur actif déprécié origination;Indicateur Actif déprécié dès lorigination;[DATA].[AG].[EX.IMPARD_ASSET_IND];false;Attribute;IMPARD_ASSET_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.PTRMNL_ATNM_IND;PTRMNL_ATNM_IND;character;Indicateur autonomie patrimoniale;;[DATA].[AG].[INV.PTRMNL_ATNM_IND];false;Attribute;PTRMNL_ATNM_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.BCK_TO_BCK_IND;BCK_TO_BCK_IND;character;Indicateur back to back;Indicateur permettant de lier l'élément couvert et l'élément couvrant (positions identiques qui se compensent).;[DATA].[AG].[INV.BCK_TO_BCK_IND];false;Attribute;BCK_TO_BCK_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.EARLY_RPMT_CLAUS_IND;EARLY_RPMT_CLAUS_IND;character;Indicateur clause remboursement anticipe;;[DATA].[AG].[CRA.EARLY_RPMT_CLAUS_IND];false;Attribute;EARLY_RPMT_CLAUS_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.RECVD_CLTRL_IND;RECVD_CLTRL_IND;character;Indicateur collatéral reçu;Indicateur collatéral reçu;[DATA].[AG].[INV.RECVD_CLTRL_IND];false;Attribute;RECVD_CLTRL_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.CENTRLZD_CMPSTN_IND;CENTRLZD_CMPSTN_IND;character;Indicateur compensation centrale;;[DATA].[AG].[EX.CENTRLZD_CMPSTN_IND];false;Attribute;CENTRLZD_CMPSTN_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.SCURTZD_DEBT_IND;SCURTZD_DEBT_IND;character;Indicateur créance titrisée;;[DATA].[AG].[CRA.SCURTZD_DEBT_IND];false;Attribute;SCURTZD_DEBT_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.CDS_SETLMT_IND;CDS_SETLMT_IND;character;Indicateur dénouement CDS;;[DATA].[AG].[INV.CDS_SETLMT_IND];false;Attribute;CDS_SETLMT_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.CR_CARD_DFRD_PMT_IND;CR_CARD_DFRD_PMT_IND;character;Indicateur Différé carte de paiement;;[DATA].[AG].[CRA.CR_CARD_DFRD_PMT_IND];false;Attribute;CR_CARD_DFRD_PMT_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCHD_PRVDD_IND;SCHD_PRVDD_IND;character;Indicateur échéancier fourni;;[DATA].[AG].[SCHD_PRVDD_IND];false;Attribute;SCHD_PRVDD_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.PRVSNG_ELGBLY_IND;PRVSNG_ELGBLY_IND;character;Indicateur éligibilité OMP;Permet dexclure le deal du traitement OMP ou de l'intégrer avec ou sans calculs : Plusieurs cas ;[DATA].[AG].[PRVSNG_ELGBLY_IND];false;Attribute;PRVSNG_ELGBLY_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.PUDNT_VALUT_ELGBLY_IND;PUDNT_VALUT_ELGBLY_IND;character;Indicateur éligibilité Prudent Valuation;Indicateur d' éligibilité à la Prudent Valuation;[DATA].[AG].[INV.PUDNT_VALUT_ELGBLY_IND];false;Attribute;PUDNT_VALUT_ELGBLY_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.GRNLT_IND;GRNLT_IND;character;Indicateur granularité;Indicateur de granularité;[DATA].[AG].[EX.GRNLT_IND];false;Attribute;GRNLT_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCTFEAT.POOL_GRNLT_TYPE_CD;POOL_GRNLT_TYPE_CD;characterLength16;Indicateur granularité parts;Indicateur permettant dapprécier la granularité des actifs sous jacents titrisés.;[DATA].[AG].[SCTFEAT.POOL_GRNLT_TYPE_CD];false;Attribute;POOL_GRNLT_TYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.PRUDNT_VALUT_MODE_IND;PRUDNT_VALUT_MODE_IND;character;Indicateur hiérarchie juste valeur;;[DATA].[AG].[INV.PRUDNT_VALUT_MODE_IND];false;Attribute;PRUDNT_VALUT_MODE_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.DRWN_AMT_HIST_IND;DRWN_AMT_HIST_IND;character;Indicateur historique impayés;Indicateur portant sur les impayés passés;[DATA].[AG].[CRA.DRWN_AMT_HIST_IND];false;Attribute;DRWN_AMT_HIST_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.SCURTY_MOBILIZATION_IND;SCURTY_MOBILIZATION_IND;character;Indicateur mobilisation actif;Indicateur mobilisation de l'actif;[DATA].[AG].[INV.SCURTY_MOBILIZATION_IND];false;Attribute;SCURTY_MOBILIZATION_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.RISK_LVL_CD;RISK_LVL_CD;characterLength16;Indicateur niveau risque;;[DATA].[AG].[EX.RISK_LVL_CD];false;Attribute;RISK_LVL_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.LVRAGING_OPRTN_IND;LVRAGING_OPRTN_IND;character;Indicateur opération effet de levier;Indicateur permettant d'identifier les encours sur opérations de financement à effet de levier.;[DATA].[AG].[INV.LVRAGING_OPRTN_IND];false;Attribute;LVRAGING_OPRTN_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.LEGL_OPNIN_IND;LEGL_OPNIN_IND;character;Indicateur opinion juridique;;[DATA].[AG].[INV.LEGL_OPNIN_IND];false;Attribute;LEGL_OPNIN_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.EARLY_RPMT_OPTN_IND;EARLY_RPMT_OPTN_IND;character;Indicateur option de remboursement anticipé;Indicateur option de remboursement anticipé (LC.0232);[DATA].[AG].[CRA.EARLY_RPMT_OPTN_IND];false;Attribute;EARLY_RPMT_OPTN_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCHD_STGE_PRVDD_IND;SCHD_STGE_PRVDD_IND;character;Indicateur palier fourni;;[DATA].[AG].[SCHD_STGE_PRVDD_IND];false;Attribute;SCHD_STGE_PRVDD_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.CLTRL_LMT_USE_IND;CLTRL_LMT_USE_IND;character;Indicateur plafond utilisation sûreté;Indicateur permettant d'identifier la couverture requise;[DATA].[AG].[CRA.CLTRL_LMT_USE_IND];false;Attribute;CLTRL_LMT_USE_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.ASSET_PORTABL_IND;ASSET_PORTABL_IND;character;Indicateur portabilité actif;Indicateur de portabilité de lactif en cas de défaut dun membre compensateur (CCP) spécifique familles de risque TRE203/205/206/207;[DATA].[AG].[INV.ASSET_PORTABL_IND];false;Attribute;ASSET_PORTABL_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INIT_PRE_POST_SET_IND;INIT_PRE_POST_SET_IND;character;Indicateur Post/pré fixé en début de contrat;;[DATA].[AG].[INIT_PRE_POST_SET_IND];false;Attribute;INIT_PRE_POST_SET_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.RVLVG_RL_OVR_IND;RVLVG_RL_OVR_IND;characterLength16;Indicateur prêt revolving roll over;;[DATA].[AG].[CRA.RVLVG_RL_OVR_IND];false;Attribute;RVLVG_RL_OVR_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.FRST_TM_HOMEOWNR_IND;FRST_TM_HOMEOWNR_IND;character;Indicateur primo accédant;;[DATA].[AG].[CRA.FRST_TM_HOMEOWNR_IND];false;Attribute;FRST_TM_HOMEOWNR_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.CNTPTY_ISDA_PTCOL_IND;CNTPTY_ISDA_PTCOL_IND;character;Indicateur protocole ISDA de niveau contrepartie;;[DATA].[AG].[INV.CNTPTY_ISDA_PTCOL_IND];false;Attribute;CNTPTY_ISDA_PTCOL_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.ENT_ISDA_PTCOL_IND;ENT_ISDA_PTCOL_IND;character;Indicateur protocole ISDA de niveau entité;Pour les dérivés (hors repos), indicateur de présence d'un protocole de niveau entité permettant de faciliter la signature numérique du CSA (Credit Support Annex);[DATA].[AG].[INV.ENT_ISDA_PTCOL_IND];false;Attribute;ENT_ISDA_PTCOL_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.PRVSN_IND;PRVSN_IND;character;Indicateur provision;;[DATA].[AG].[CRA.PRVSN_IND];false;Attribute;PRVSN_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.EXTR_RPRCH_IND;EXTR_RPRCH_IND;character;Indicateur rachat externe prêt;;[DATA].[AG].[CRA.EXTR_RPRCH_IND];false;Attribute;EXTR_RPRCH_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.SCTFEAT.RESCURTZN_IND;RESCURTZN_IND;character;Indicateur re titrisation;;[DATA].[AG].[SCTFEAT.RESCURTZN_IND];false;Attribute;RESCURTZN_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.ADVRS_CORRL_SPCFC_RISK_IND;ADVRS_CORRL_SPCFC_RISK_IND;character;Indicateur risque spécifique corrélation défavorable;;[DATA].[AG].[INV.ADVRS_CORRL_SPCFC_RISK_IND];false;Attribute;ADVRS_CORRL_SPCFC_RISK_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.SGRGTN_IND;SGRGTN_IND;character;Indicateur ségrégation;Indicateur de ségrégation;[DATA].[AG].[INV.SGRGTN_IND];false;Attribute;SGRGTN_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.SRY_LVL_CD;SRY_LVL_CD;characterLength16;Indicateur seniorité;;[DATA].[AG].[EX.SRY_LVL_CD];false;Attribute;SRY_LVL_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.PRNCPAL_CPTL_FINCL_SPNSR_IND;PRNCPAL_CPTL_FINCL_SPNSR_IND;character;Indicateur sponsor financier majoritaire au capital;;[DATA].[AG].[INV.PRNCPAL_CPTL_FINCL_SPNSR_IND];false;Attribute;PRNCPAL_CPTL_FINCL_SPNSR_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.CVR_RATE_IND;CVR_RATE_IND;character;Indicateur taux couverture sûreté;Indicateur permettant d'identifier que l'engagement est supérieur ou égal au montant de couverture requis;[DATA].[AG].[CRA.CVR_RATE_IND];false;Attribute;CVR_RATE_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.IMPARD_SCURTY_IND;IMPARD_SCURTY_IND;character;Indicateur titre déprécié;;[DATA].[AG].[INV.IMPARD_SCURTY_IND];false;Attribute;IMPARD_SCURTY_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.EX.UNDRLY_INVSTMT_PROD_IND;UNDRLY_INVSTMT_PROD_IND;character;Indicateur top produit sous-jacent;;[DATA].[AG].[EX.UNDRLY_INVSTMT_PROD_IND];false;Attribute;UNDRLY_INVSTMT_PROD_IND;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.CRA.REMDTN_PLN_TYPE_CD;REMDTN_PLN_TYPE_CD;characterLength16;Indicateur type restructuration;Indicateur permettant d'identifier les encours ayant fait l'objet d'une restructuration, et préciser le type de celle-ci.;[DATA].[AG].[CRA.REMDTN_PLN_TYPE_CD];false;Attribute;REMDTN_PLN_TYPE_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.UNDRLY_INVSTMT_PROD_STK_INDX_CD;UNDRLY_INVSTMT_PROD_STK_INDX_CD;characterLength16;Indice boursier titres sous-jacent;;[DATA].[AG].[INV.UNDRLY_INVSTMT_PROD_STK_INDX_CD];false;Attribute;UNDRLY_INVSTMT_PROD_STK_INDX_CD;2_CLASSIFICATION;Field
TEC_CONTRACT;Final;;;AG.INV.HEDGING_INTNT_CD;HEDGING_INTNT_CD;characterLength16;Intention couverture;Permet d'identifer le type de couverture;[DATA].[AG].[INV.HEDGING_INTNT_CD];false;Attribute;HEDGING_INTNT_CD;2_CLASSIFICATION;Field
